tick,area,sex,age_months,count
3,nt,male,16,6
3,nt,female,0,93
3,nt,female,1,86
3,nt,female,2,79
3,nt,female,3,80
3,nt,female,4,91
3,nt,female,5,108
3,nt,female,6,96
3,nt,female,7,94
3,nt,female,8,87
3,nt,female,9,78
3,nt,female,10,72
3,nt,female,11,58
3,nt,female,12,43
3,nt,female,13,26
3,nt,female,14,15
3,nt,female,15,8
3,nt,female,16,5
3,nt,female,17,3
3,act,male,0,122
3,act,male,1,109
3,act,male,2,105
3,act,male,3,135
3,act,male,4,170
3,act,male,5,164
3,act,male,6,146
3,act,male,7,141
3,act,male,8,131
3,act,male,9,120
3,act,male,10,118
3,act,male,11,104
3,act,male,12,91
3,act,male,13,61
3,act,male,14,44
3,act,male,15,30
3,act,male,16,20
3,act,male,17,13
3,act,male,18,4
3,act,female,0,116
3,act,female,1,103
3,act,female,2,105
3,act,female,3,125
3,act,female,4,167
3,act,female,5,159
3,act,female,6,143
3,act,female,7,139
3,act,female,8,131
3,act,female,9,127
3,act,female,10,125
3,act,female,11,107
3,act,female,12,94
3,act,female,13,66
3,act,female,14,47
3,act,female,15,36
3,act,female,16,29
3,act,female,17,22
3,act,female,18,6
3,act,female,19,1
4,nsw,male,0,2454
4,nsw,male,1,2280
4,nsw,male,2,2282
4,nsw,male,3,2378
4,nsw,male,4,2577
4,nsw,male,5,2650
4,nsw,male,6,2474
4,nsw,male,7,2532
4,nsw,male,8,2416
4,nsw,male,9,2472
4,nsw,male,10,2367
4,nsw,male,11,2107
4,nsw,male,12,1957
4,nsw,male,13,1534
4,nsw,male,14,1161
4,nsw,male,15,868
4,nsw,male,16,650
4,nsw,male,17,342
4,nsw,male,18,107
4,nsw,male,19,16
4,nsw,male,20,2
4,nsw,female,0,2345
4,nsw,female,1,2156
4,nsw,female,2,2162
4,nsw,female,3,2244
4,nsw,female,4,2488
4,nsw,female,5,2624
4,nsw,female,6,2475
4,nsw,female,7,2592
4,nsw,female,8,2466
4,nsw,female,9,2511
4,nsw,female,10,2402
4,nsw,female,11,2145
4,nsw,female,12,1955
4,nsw,female,13,1543
4,nsw,female,14,1225
4,nsw,female,15,1012
4,nsw,female,16,869
4,nsw,female,17,582
4,nsw,female,18,242
4,nsw,female,19,65
4,nsw,female,20,10
4,vic,male,0,1807
4,vic,male,1,1679
4,vic,male,2,1689
4,vic,male,3,1822
4,vic,male,4,2160
4,vic,male,5,2140
4,vic,male,6,1930
4,vic,male,7,1966
4,vic,male,8,1932
4,vic,male,9,1854
4,vic,male,10,1763
4,vic,male,11,1575
4,vic,male,12,1433
4,vic,male,13,1098
4,vic,male,14,865
4,vic,male,15,643
4,vic,male,16,479
4,vic,male,17,247
4,vic,male,18,79
4,vic,male,19,18
4,vic,male,20,1
4,vic,female,0,1704
4,vic,female,1,1591
4,vic,female,2,1598
4,vic,female,3,1722
4,vic,female,4,2029
4,vic,female,5,2093
4,vic,female,6,1916
4,vic,female,7,1997
4,vic,female,8,1990
4,vic,female,9,1923
4,vic,female,10,1814
4,vic,female,11,1628
4,vic,female,12,1492
4,vic,female,13,1164
4,vic,female,14,919
4,vic,female,15,766
4,vic,female,16,657
4,vic,female,17,443
4,vic,female,18,182
4,vic,female,19,49
4,vic,female,20,6
4,qld,male,0,1586
4,qld,male,1,1469
4,qld,male,2,1490
4,qld,male,3,1535
4,qld,male,4,1639
4,qld,male,5,1666
4,qld,male,6,1495
4,qld,male,7,1592
4,qld,male,8,1546
4,qld,male,9,1519
4,qld,male,10,1428
4,qld,male,11,1301
4,qld,male,12,1214
4,qld,male,13,931
4,qld,male,14,675
4,qld,male,15,468
4,qld,male,16,339
4,qld,male,17,173
4,qld,male,18,54
4,qld,male,19,10
4,qld,male,20,1
4,qld,female,0,1495
4,qld,female,1,1402
4,qld,female,2,1419
4,qld,female,3,1470
4,qld,female,4,1585
4,qld,female,5,1616
4,qld,female,6,1500
4,qld,female,7,1606
4,qld,female,8,1569
4,qld,female,9,1562
4,qld,female,10,1469
4,qld,female,11,1307
4,qld,female,12,1198
4,qld,female,13,920
4,qld,female,14,677
4,qld,female,15,529
4,qld,female,16,434
4,qld,female,17,282
4,qld,female,18,123
4,qld,female,19,31
4,qld,female,20,3
4,sa,male,0,498
4,sa,male,1,483
4,sa,male,2,507
4,sa,male,3,549
4,sa,male,4,605
4,sa,male,5,576
4,sa,male,6,505
4,sa,male,7,549
4,sa,male,8,569
4,sa,male,9,578
4,sa,male,10,556
4,sa,male,11,506
4,sa,male,12,475
4,sa,male,13,363
4,sa,male,14,283
4,sa,male,15,216
4,sa,male,16,169
4,sa,male,17,91
4,sa,male,18,31
4,sa,male,19,5
4,sa,male,20,1
4,sa,female,0,488
4,sa,female,1,456
4,sa,female,2,484
4,sa,female,3,517
4,sa,female,4,559
4,sa,female,5,564
4,sa,female,6,496
4,sa,female,7,544
4,sa,female,8,567
4,sa,female,9,586
4,sa,female,10,572
4,sa,female,11,523
4,sa,female,12,492
4,sa,female,13,385
4,sa,female,14,308
4,sa,female,15,255
4,sa,female,16,230
4,sa,female,17,160
4,sa,female,18,66
4,sa,female,19,17
4,sa,female,20,2
4,wa,male,0,798
4,wa,male,1,730
4,wa,male,2,754
4,wa,male,3,792
4,wa,male,4,896
4,wa,male,5,937
4,wa,male,6,820
4,wa,male,7,854
4,wa,male,8,857
4,wa,male,9,823
4,wa,male,10,778
4,wa,male,11,687
4,wa,male,12,616
4,wa,male,13,446
4,wa,male,14,329
4,wa,male,15,237
4,wa,male,16,169
4,wa,male,17,81
4,wa,male,18,25
4,wa,male,19,6
4,wa,female,0,776
4,wa,female,1,709
4,wa,female,2,720
4,wa,female,3,756
4,wa,female,4,847
4,wa,female,5,863
4,wa,female,6,804
4,wa,female,7,832
4,wa,female,8,832
4,wa,female,9,814
4,wa,female,10,775
4,wa,female,11,695
4,wa,female,12,600
4,wa,female,13,442
4,wa,female,14,343
4,wa,female,15,268
4,wa,female,16,218
4,wa,female,17,142
4,wa,female,18,56
4,wa,female,19,18
4,wa,female,20,1
4,tas,male,0,167
4,tas,male,1,165
4,tas,male,2,175
4,tas,male,3,180
4,tas,male,4,175
4,tas,male,5,162
4,tas,male,6,140
4,tas,male,7,162
4,tas,male,8,172
4,tas,male,9,183
4,tas,male,10,187
4,tas,male,11,170
4,tas,male,12,164
4,tas,male,13,127
4,tas,male,14,96
4,tas,male,15,67
4,tas,male,16,51
4,tas,male,17,26
4,tas,male,18,6
4,tas,female,0,161
4,tas,female,1,154
4,tas,female,2,162
4,tas,female,3,170
4,tas,female,4,161
4,tas,female,5,153
4,tas,female,6,148
4,tas,female,7,170
4,tas,female,8,176
4,tas,female,9,185
4,tas,female,10,189
4,tas,female,11,173
4,tas,female,12,159
4,tas,female,13,123
4,tas,female,14,99
4,tas,female,15,78
4,tas,female,16,65
4,tas,female,17,47
4,tas,female,18,18
4,tas,female,19,6
4,tas,female,20,1
4,nt,male,0,101
4,nt,male,1,88
4,nt,male,2,87
4,nt,male,3,93
4,nt,male,4,112
4,nt,male,5,123
4,nt,male,6,105
4,nt,male,7,100
4,nt,male,8,91
4,nt,male,9,90
4,nt,male,10,75
4,nt,male,11,69
4,nt,male,12,56
4,nt,male,13,35
4,nt,male,14,21
4,nt,male,15,10
4,nt,male,16,6
4,nt,female,0,91
4,nt,female,1,85
4,nt,female,2,81
4,nt,female,3,81
4,nt,female,4,90
4,nt,female,5,109
4,nt,female,6,97
4,nt,female,7,94
4,nt,female,8,90
4,nt,female,9,78
4,nt,female,10,71
4,nt,female,11,58
4,nt,female,12,44
4,nt,female,13,26
4,nt,female,14,15
4,nt,female,15,8
4,nt,female,16,5
4,nt,female,17,3
4,act,male,0,123
4,act,male,1,111
4,act,male,2,105
4,act,male,3,134
4,act,male,4,171
4,act,male,5,165
4,act,male,6,147
4,act,male,7,142
4,act,male,8,131
4,act,male,9,124
4,act,male,10,118
4,act,male,11,104
4,act,male,12,90
4,act,male,13,60
4,act,male,14,45
4,act,male,15,30
4,act,male,16,19
4,act,male,17,13
4,act,male,18,3
4,act,female,0,118
4,act,female,1,104
4,act,female,2,105
4,act,female,3,124
4,act,female,4,166
4,act,female,5,162
4,act,female,6,145
4,act,female,7,138
4,act,female,8,134
4,act,female,9,130
4,act,female,10,127
4,act,female,11,107
4,act,female,12,96
4,act,female,13,66
4,act,female,14,47
4,act,female,15,37
4,act,female,16,28
4,act,female,17,22
4,act,female,18,5
4,act,female,19,1
5,nsw,male,0,2464
5,nsw,male,1,2273
5,nsw,male,2,2281
5,nsw,male,3,2375
5,nsw,male,4,2577
5,nsw,male,5,2662
5,nsw,male,6,2478
5,nsw,male,7,2528
5,nsw,male,8,2424
5,nsw,male,9,2466
5,nsw,male,10,2368
5,nsw,male,11,2106
5,nsw,male,12,1962
5,nsw,male,13,1538
5,nsw,male,14,1161
5,nsw,male,15,864
5,nsw,male,16,651
5,nsw,male,17,345
5,nsw,male,18,110
5,nsw,male,19,16
5,nsw,male,20,2
5,nsw,female,0,2352
5,nsw,female,1,2160
5,nsw,female,2,2162
5,nsw,female,3,2241
5,nsw,female,4,2485
5,nsw,female,5,2630
5,nsw,female,6,2480
5,nsw,female,7,2590
5,nsw,female,8,2469
5,nsw,female,9,2505
5,nsw,female,10,2405
5,nsw,female,11,2145
5,nsw,female,12,1955
5,nsw,female,13,1549
5,nsw,female,14,1226
5,nsw,female,15,1013
5,nsw,female,16,870
5,nsw,female,17,585
5,nsw,female,18,244
5,nsw,female,19,66
5,nsw,female,20,9
5,vic,male,0,1810
5,vic,male,1,1680
5,vic,male,2,1688
5,vic,male,3,1819
5,vic,male,4,2163
5,vic,male,5,2152
5,vic,male,6,1934
5,vic,male,7,1963
5,vic,male,8,1936
5,vic,male,9,1854
5,vic,male,10,1764
5,vic,male,11,1579
5,vic,male,12,1435
5,vic,male,13,1104
5,vic,male,14,862
5,vic,male,15,645
5,vic,male,16,479
5,vic,male,17,247
5,vic,male,18,81
5,vic,male,19,19
5,vic,male,20,1
5,vic,female,0,1703
5,vic,female,1,1590
5,vic,female,2,1600
5,vic,female,3,1720
5,vic,female,4,2038
5,vic,female,5,2101
5,vic,female,6,1927
5,vic,female,7,1992
5,vic,female,8,1992
5,vic,female,9,1923
5,vic,female,10,1817
5,vic,female,11,1630
5,vic,female,12,1493
5,vic,female,13,1168
5,vic,female,14,920
5,vic,female,15,767
5,vic,female,16,658
5,vic,female,17,441
5,vic,female,18,177
5,vic,female,19,48
5,vic,female,20,7
5,qld,male,0,1577
5,qld,male,1,1470
5,qld,male,2,1488
5,qld,male,3,1533
5,qld,male,4,1640
5,qld,male,5,1670
5,qld,male,6,1500
5,qld,male,7,1591
5,qld,male,8,1545
5,qld,male,9,1518
5,qld,male,10,1432
5,qld,male,11,1305
5,qld,male,12,1216
5,qld,male,13,932
5,qld,male,14,678
5,qld,male,15,468
5,qld,male,16,340
5,qld,male,17,174
5,qld,male,18,56
5,qld,male,19,10
5,qld,male,20,1
5,qld,female,0,1505
5,qld,female,1,1403
5,qld,female,2,1418
5,qld,female,3,1471
5,qld,female,4,1590
5,qld,female,5,1619
5,qld,female,6,1506
5,qld,female,7,1607
5,qld,female,8,1569
5,qld,female,9,1561
5,qld,female,10,1472
5,qld,female,11,1305
5,qld,female,12,1199
5,qld,female,13,926
5,qld,female,14,676
5,qld,female,15,528
5,qld,female,16,435
5,qld,female,17,279
5,qld,female,18,123
5,qld,female,19,32
5,qld,female,20,3
5,sa,male,0,498
5,sa,male,1,486
5,sa,male,2,507
5,sa,male,3,545
5,sa,male,4,609
5,sa,male,5,581
5,sa,male,6,505
5,sa,male,7,548
5,sa,male,8,571
5,sa,male,9,576
5,sa,male,10,558
5,sa,male,11,507
5,sa,male,12,476
5,sa,male,13,362
5,sa,male,14,285
5,sa,male,15,215
5,sa,male,16,168
5,sa,male,17,93
5,sa,male,18,30
5,sa,male,19,4
5,sa,male,20,1
5,sa,female,0,493
5,sa,female,1,457
5,sa,female,2,483
5,sa,female,3,515
5,sa,female,4,562
5,sa,female,5,563
5,sa,female,6,500
5,sa,female,7,542
5,sa,female,8,567
5,sa,female,9,585
5,sa,female,10,573
5,sa,female,11,524
5,sa,female,12,493
5,sa,female,13,389
5,sa,female,14,309
5,sa,female,15,255
5,sa,female,16,230
5,sa,female,17,162
5,sa,female,18,65
5,sa,female,19,17
5,sa,female,20,3
5,wa,male,0,805
5,wa,male,1,731
5,wa,male,2,752
5,wa,male,3,793
5,wa,male,4,896
5,wa,male,5,948
5,wa,male,6,821
5,wa,male,7,852
5,wa,male,8,856
5,wa,male,9,822
5,wa,male,10,777
5,wa,male,11,688
5,wa,male,12,618
5,wa,male,13,450
5,wa,male,14,330
5,wa,male,15,236
5,wa,male,16,169
5,wa,male,17,82
5,wa,male,18,25
5,wa,male,19,6
5,wa,female,0,778
5,wa,female,1,711
5,wa,female,2,724
5,wa,female,3,755
5,wa,female,4,845
5,wa,female,5,870
5,wa,female,6,803
5,wa,female,7,830
5,wa,female,8,833
5,wa,female,9,815
5,wa,female,10,774
5,wa,female,11,696
5,wa,female,12,603
5,wa,female,13,446
5,wa,female,14,341
5,wa,female,15,268
5,wa,female,16,215
5,wa,female,17,144
5,wa,female,18,57
5,wa,female,19,19
5,wa,female,20,1
5,tas,male,0,168
5,tas,male,1,166
5,tas,male,2,175
5,tas,male,3,180
5,tas,male,4,175
5,tas,male,5,162
5,tas,male,6,142
5,tas,male,7,162
5,tas,male,8,173
5,tas,male,9,183
5,tas,male,10,187
5,tas,male,11,172
5,tas,male,12,164
5,tas,male,13,128
5,tas,male,14,96
5,tas,male,15,68
5,tas,male,16,51
5,tas,male,17,26
5,tas,male,18,5
5,tas,female,0,160
5,tas,female,1,154
5,tas,female,2,163
5,tas,female,3,170
5,tas,female,4,161
5,tas,female,5,153
5,tas,female,6,149
5,tas,female,7,169
5,tas,female,8,178
5,tas,female,9,185
5,tas,female,10,190
5,tas,female,11,174
5,tas,female,12,161
5,tas,female,13,122
5,tas,female,14,99
5,tas,female,15,79
5,tas,female,16,63
5,tas,female,17,47
5,tas,female,18,18
5,tas,female,19,7
5,tas,female,20,1
5,nt,male,0,102
5,nt,male,1,89
5,nt,male,2,90
5,nt,male,3,93
5,nt,male,4,113
5,nt,male,5,123
5,nt,male,6,107
5,nt,male,7,100
5,nt,male,8,91
5,nt,male,9,90
5,nt,male,10,75
5,nt,male,11,70
5,nt,male,12,56
5,nt,male,13,35
5,nt,male,14,23
5,nt,male,15,9
5,nt,male,16,7
5,nt,female,0,90
5,nt,female,1,86
5,nt,female,2,81
5,nt,female,3,80
5,nt,female,4,89
5,nt,female,5,111
5,nt,female,6,99
5,nt,female,7,95
5,nt,female,8,92
5,nt,female,9,77
5,nt,female,10,72
5,nt,female,11,59
5,nt,female,12,43
5,nt,female,13,27
5,nt,female,14,15
5,nt,female,15,9
5,nt,female,16,5
5,nt,female,17,3
5,act,male,0,125
5,act,male,1,111
5,act,male,2,106
5,act,male,3,133
5,act,male,4,171
5,act,male,5,166
5,act,male,6,149
5,act,male,7,142
5,act,male,8,130
5,act,male,9,126
5,act,male,10,118
5,act,male,11,104
5,act,male,12,90
5,act,male,13,60
5,act,male,14,44
5,act,male,15,30
5,act,male,16,19
5,act,male,17,13
5,act,male,18,4
5,act,female,0,117
5,act,female,1,105
5,act,female,2,105
5,act,female,3,124
5,act,female,4,167
5,act,female,5,163
5,act,female,6,146
5,act,female,7,138
5,act,female,8,134
5,act,female,9,130
5,act,female,10,128
5,act,female,11,107
5,act,female,12,96
5,act,female,13,66
5,act,female,14,47
5,act,female,15,37
5,act,female,16,28
5,act,female,17,23
5,act,female,18,5
5,act,female,19,1
6,nsw,male,0,2467
6,nsw,male,1,2275
6,nsw,male,2,2280
6,nsw,male,3,2370
6,nsw,male,4,2584
6,nsw,male,5,2665
6,nsw,male,6,2481
6,nsw,male,7,2528
6,nsw,male,8,2430
6,nsw,male,9,2464
6,nsw,male,10,2370
6,nsw,male,11,2105
6,nsw,male,12,1965
6,nsw,male,13,1543
6,nsw,male,14,1159
6,nsw,male,15,860
6,nsw,male,16,654
6,nsw,male,17,346
6,nsw,male,18,111
6,nsw,male,19,15
6,nsw,male,20,2
6,nsw,female,0,2361
6,nsw,female,1,2159
6,nsw,female,2,2161
6,nsw,female,3,2237
6,nsw,female,4,2491
6,nsw,female,5,2638
6,nsw,female,6,2479
6,nsw,female,7,2584
6,nsw,female,8,2471
6,nsw,female,9,2499
6,nsw,female,10,2410
6,nsw,female,11,2146
6,nsw,female,12,1959
6,nsw,female,13,1558
6,nsw,female,14,1225
6,nsw,female,15,1010
6,nsw,female,16,870
6,nsw,female,17,586
6,nsw,female,18,246
6,nsw,female,19,68
6,nsw,female,20,9
6,vic,male,0,1809
6,vic,male,1,1682
6,vic,male,2,1688
6,vic,male,3,1817
6,vic,male,4,2166
6,vic,male,5,2159
6,vic,male,6,1943
6,vic,male,7,1957
6,vic,male,8,1941
6,vic,male,9,1849
6,vic,male,10,1757
6,vic,male,11,1582
6,vic,male,12,1437
6,vic,male,13,1108
6,vic,male,14,863
6,vic,male,15,647
6,vic,male,16,479
6,vic,male,17,246
6,vic,male,18,83
6,vic,male,19,19
6,vic,male,20,1
6,vic,female,0,1708
6,vic,female,1,1588
6,vic,female,2,1598
6,vic,female,3,1718
6,vic,female,4,2039
6,vic,female,5,2110
6,vic,female,6,1932
6,vic,female,7,1984
6,vic,female,8,1993
6,vic,female,9,1922
6,vic,female,10,1819
6,vic,female,11,1631
6,vic,female,12,1497
6,vic,female,13,1171
6,vic,female,14,920
6,vic,female,15,767
6,vic,female,16,657
6,vic,female,17,443
6,vic,female,18,177
6,vic,female,19,50
6,vic,female,20,7
6,qld,male,0,1577
6,qld,male,1,1470
6,qld,male,2,1488
6,qld,male,3,1534
6,qld,male,4,1646
6,qld,male,5,1678
6,qld,male,6,1502
6,qld,male,7,1588
6,qld,male,8,1550
6,qld,male,9,1518
6,qld,male,10,1435
6,qld,male,11,1307
6,qld,male,12,1216
6,qld,male,13,932
6,qld,male,14,680
6,qld,male,15,468
6,qld,male,16,341
6,qld,male,17,174
6,qld,male,18,57
6,qld,male,19,10
6,qld,male,20,1
6,qld,female,0,1508
6,qld,female,1,1404
6,qld,female,2,1418
6,qld,female,3,1470
6,qld,female,4,1592
6,qld,female,5,1628
6,qld,female,6,1508
6,qld,female,7,1600
6,qld,female,8,1569
6,qld,female,9,1557
6,qld,female,10,1475
6,qld,female,11,1307
6,qld,female,12,1201
6,qld,female,13,926
6,qld,female,14,677
6,qld,female,15,529
6,qld,female,16,434
6,qld,female,17,280
6,qld,female,18,121
6,qld,female,19,32
6,qld,female,20,3
6,sa,male,0,496
6,sa,male,1,486
6,sa,male,2,506
6,sa,male,3,546
6,sa,male,4,608
6,sa,male,5,587
6,sa,male,6,504
6,sa,male,7,545
6,sa,male,8,572
6,sa,male,9,575
6,sa,male,10,560
6,sa,male,11,505
6,sa,male,12,477
6,sa,male,13,364
6,sa,male,14,284
6,sa,male,15,215
6,sa,male,16,169
6,sa,male,17,92
6,sa,male,18,30
6,sa,male,19,3
6,sa,male,20,1
6,sa,female,0,497
6,sa,female,1,457
6,sa,female,2,484
6,sa,female,3,514
6,sa,female,4,562
6,sa,female,5,565
6,sa,female,6,504
6,sa,female,7,543
6,sa,female,8,568
6,sa,female,9,584
6,sa,female,10,575
6,sa,female,11,524
6,sa,female,12,495
6,sa,female,13,390
6,sa,female,14,309
6,sa,female,15,255
6,sa,female,16,229
6,sa,female,17,161
6,sa,female,18,67
6,sa,female,19,16
6,sa,female,20,3
6,wa,male,0,809
6,wa,male,1,732
6,wa,male,2,757
6,wa,male,3,792
6,wa,male,4,896
6,wa,male,5,952
6,wa,male,6,826
6,wa,male,7,850
6,wa,male,8,856
6,wa,male,9,821
6,wa,male,10,776
6,wa,male,11,689
6,wa,male,12,622
6,wa,male,13,451
6,wa,male,14,329
6,wa,male,15,235
6,wa,male,16,170
6,wa,male,17,81
6,wa,male,18,26
6,wa,male,19,6
6,wa,female,0,778
6,wa,female,1,713
6,wa,female,2,725
6,wa,female,3,756
6,wa,female,4,846
6,wa,female,5,879
6,wa,female,6,808
6,wa,female,7,830
6,wa,female,8,833
6,wa,female,9,813
6,wa,female,10,774
6,wa,female,11,696
6,wa,female,12,605
6,wa,female,13,448
6,wa,female,14,341
6,wa,female,15,268
6,wa,female,16,214
6,wa,female,17,146
6,wa,female,18,58
6,wa,female,19,19
6,wa,female,20,1
6,tas,male,0,169
6,tas,male,1,166
6,tas,male,2,175
6,tas,male,3,180
6,tas,male,4,179
6,tas,male,5,162
6,tas,male,6,142
6,tas,male,7,163
6,tas,male,8,175
6,tas,male,9,182
6,tas,male,10,187
6,tas,male,11,173
6,tas,male,12,165
6,tas,male,13,128
6,tas,male,14,95
6,tas,male,15,67
6,tas,male,16,52
6,tas,male,17,26
6,tas,male,18,5
6,tas,female,0,161
6,tas,female,1,154
6,tas,female,2,163
6,tas,female,3,171
6,tas,female,4,162
6,tas,female,5,153
6,tas,female,6,150
6,tas,female,7,172
6,tas,female,8,180
6,tas,female,9,185
6,tas,female,10,189
6,tas,female,11,177
6,tas,female,12,163
6,tas,female,13,122
6,tas,female,14,98
6,tas,female,15,79
6,tas,female,16,64
6,tas,female,17,47
6,tas,female,18,19
6,tas,female,19,7
6,tas,female,20,1
6,nt,male,0,103
6,nt,male,1,91
6,nt,male,2,89
6,nt,male,3,96
6,nt,male,4,115
6,nt,male,5,124
6,nt,male,6,108
6,nt,male,7,100
6,nt,male,8,92
6,nt,male,9,91
6,nt,male,10,73
6,nt,male,11,69
6,nt,male,12,57
6,nt,male,13,36
6,nt,male,14,23
6,nt,male,15,11
6,nt,male,16,7
6,nt,female,0,90
6,nt,female,1,86
6,nt,female,2,81
6,nt,female,3,80
6,nt,female,4,90
6,nt,female,5,111
6,nt,female,6,98
6,nt,female,7,99
6,nt,female,8,92
6,nt,female,9,77
6,nt,female,10,72
6,nt,female,11,60
6,nt,female,12,42
6,nt,female,13,29
6,nt,female,14,16
6,nt,female,15,9
6,nt,female,16,4
6,nt,female,17,3
6,act,male,0,125
6,act,male,1,112
6,act,male,2,107
6,act,male,3,133
6,act,male,4,173
6,act,male,5,166
6,act,male,6,152
6,act,male,7,142
6,act,male,8,129
6,act,male,9,130
6,act,male,10,116
6,act,male,11,104
6,act,male,12,91
6,act,male,13,62
6,act,male,14,43
6,act,male,15,31
6,act,male,16,19
6,act,male,17,13
6,act,male,18,4
6,act,female,0,118
6,act,female,1,106
6,act,female,2,106
6,act,female,3,124
6,act,female,4,167
6,act,female,5,166
6,act,female,6,149
6,act,female,7,141
6,act,female,8,135
6,act,female,9,130
6,act,female,10,128
6,act,female,11,107
6,act,female,12,97
6,act,female,13,66
6,act,female,14,48
6,act,female,15,37
6,act,female,16,29
6,act,female,17,21
6,act,female,18,5
6,act,female,19,1
7,nsw,male,0,2466
7,nsw,male,1,2275
7,nsw,male,2,2276
7,nsw,male,3,2370
7,nsw,male,4,2588
7,nsw,male,5,2676
7,nsw,male,6,2489
7,nsw,male,7,2524
7,nsw,male,8,2437
7,nsw,male,9,2458
7,nsw,male,10,2375
7,nsw,male,11,2104
7,nsw,male,12,1967
7,nsw,male,13,1549
7,nsw,male,14,1155
7,nsw,male,15,860
7,nsw,male,16,654
7,nsw,male,17,348
7,nsw,male,18,112
7,nsw,male,19,16
7,nsw,male,20,2
7,nsw,female,0,2365
7,nsw,female,1,2160
7,nsw,female,2,2153
7,nsw,female,3,2237
7,nsw,female,4,2494
7,nsw,female,5,2649
7,nsw,female,6,2481
7,nsw,female,7,2582
7,nsw,female,8,2474
7,nsw,female,9,2493
7,nsw,female,10,2409
7,nsw,female,11,2152
7,nsw,female,12,1961
7,nsw,female,13,1565
7,nsw,female,14,1226
7,nsw,female,15,1010
7,nsw,female,16,870
7,nsw,female,17,589
7,nsw,female,18,248
7,nsw,female,19,67
7,nsw,female,20,9
7,vic,male,0,1811
7,vic,male,1,1681
7,vic,male,2,1682
7,vic,male,3,1815
7,vic,male,4,2175
7,vic,male,5,2166
7,vic,male,6,1951
7,vic,male,7,1956
7,vic,male,8,1943
7,vic,male,9,1850
7,vic,male,10,1758
7,vic,male,11,1583
7,vic,male,12,1439
7,vic,male,13,1111
7,vic,male,14,867
7,vic,male,15,648
7,vic,male,16,481
7,vic,male,17,246
7,vic,male,18,83
7,vic,male,19,20
7,vic,male,20,1
7,vic,female,0,1726
7,vic,female,1,1592
7,vic,female,2,1600
7,vic,female,3,1716
7,vic,female,4,2040
7,vic,female,5,2121
7,vic,female,6,1934
7,vic,female,7,1982
7,vic,female,8,1991
7,vic,female,9,1914
7,vic,female,10,1823
7,vic,female,11,1631
7,vic,female,12,1500
7,vic,female,13,1177
7,vic,female,14,922
7,vic,female,15,769
7,vic,female,16,654
7,vic,female,17,443
7,vic,female,18,179
7,vic,female,19,50
7,vic,female,20,7
7,qld,male,0,1585
7,qld,male,1,1473
7,qld,male,2,1484
7,qld,male,3,1534
7,qld,male,4,1651
7,qld,male,5,1689
7,qld,male,6,1506
7,qld,male,7,1585
7,qld,male,8,1555
7,qld,male,9,1516
7,qld,male,10,1439
7,qld,male,11,1307
7,qld,male,12,1220
7,qld,male,13,935
7,qld,male,14,682
7,qld,male,15,468
7,qld,male,16,340
7,qld,male,17,177
7,qld,male,18,57
7,qld,male,19,11
7,qld,male,20,1
7,qld,female,0,1506
7,qld,female,1,1405
7,qld,female,2,1415
7,qld,female,3,1471
7,qld,female,4,1593
7,qld,female,5,1634
7,qld,female,6,1510
7,qld,female,7,1595
7,qld,female,8,1573
7,qld,female,9,1557
7,qld,female,10,1476
7,qld,female,11,1309
7,qld,female,12,1203
7,qld,female,13,928
7,qld,female,14,678
7,qld,female,15,528
7,qld,female,16,433
7,qld,female,17,279
7,qld,female,18,124
7,qld,female,19,32
7,qld,female,20,4
7,sa,male,0,501
7,sa,male,1,485
7,sa,male,2,505
7,sa,male,3,545
7,sa,male,4,608
7,sa,male,5,593
7,sa,male,6,507
7,sa,male,7,544
7,sa,male,8,572
7,sa,male,9,574
7,sa,male,10,561
7,sa,male,11,506
7,sa,male,12,476
7,sa,male,13,365
7,sa,male,14,284
7,sa,male,15,215
7,sa,male,16,170
7,sa,male,17,92
7,sa,male,18,29
7,sa,male,19,4
7,sa,male,20,1
7,sa,female,0,492
7,sa,female,1,458
7,sa,female,2,486
7,sa,female,3,515
7,sa,female,4,560
7,sa,female,5,566
7,sa,female,6,507
7,sa,female,7,543
7,sa,female,8,570
7,sa,female,9,584
7,sa,female,10,576
7,sa,female,11,525
7,sa,female,12,496
7,sa,female,13,392
7,sa,female,14,309
7,sa,female,15,256
7,sa,female,16,229
7,sa,female,17,164
7,sa,female,18,66
7,sa,female,19,17
7,sa,female,20,3
7,wa,male,0,811
7,wa,male,1,731
7,wa,male,2,756
7,wa,male,3,797
7,wa,male,4,902
7,wa,male,5,954
7,wa,male,6,827
7,wa,male,7,847
7,wa,male,8,864
7,wa,male,9,823
7,wa,male,10,777
7,wa,male,11,691
7,wa,male,12,624
7,wa,male,13,454
7,wa,male,14,331
7,wa,male,15,237
7,wa,male,16,168
7,wa,male,17,82
7,wa,male,18,27
7,wa,male,19,6
7,wa,female,0,773
7,wa,female,1,714
7,wa,female,2,726
7,wa,female,3,753
7,wa,female,4,852
7,wa,female,5,887
7,wa,female,6,810
7,wa,female,7,830
7,wa,female,8,839
7,wa,female,9,813
7,wa,female,10,772
7,wa,female,11,700
7,wa,female,12,605
7,wa,female,13,451
7,wa,female,14,341
7,wa,female,15,269
7,wa,female,16,216
7,wa,female,17,145
7,wa,female,18,59
7,wa,female,19,20
7,wa,female,20,1
7,tas,male,0,168
7,tas,male,1,167
7,tas,male,2,178
